athlete_id,event_std,splitsMissing,maxConsecutiveSplitsMissing
C3147DZ9,media,0,0
5YZYBFD6,media,0,0
CF222C1D,media,0,0
71DAFA5B,media,0,0
A4ZFB2BC,media,0,0
F61A9BC9,media,0,0
98A965FC,media,0,0
B1AF3CC3,media,0,0
6477Y83C,media,0,0
FZ7C1Y4F,media,0,0
3A61FDDC,media,0,0
Y1CFDYY2,media,0,0
ZCA5ZCYF,media,0,0
Z695DF35,media,0,0
38B9C35B,media,0,0
AB347Z17,media,0,0
7A1798ZF,media,0,0
861BD4C4,media,0,0
D777ZA38,media,0,0
DCD2Y932,media,0,0
63B2Z961,media,0,0
L5771547,media,0,0
3AYY6AY7,media,0,0
A2AADAZY,media,0,0
DA6AD18B,media,0,0
41D83F5Y,media,0,0
Z4ZCA956,media,0,0
DA87A778,media,0,0
B48B3FAB,media,0,0
D795FZB4,media,0,0
537C6Z18,media,0,0
CY558ZBA,media,0,0
ZZAFB8F5,media,0,0
FFBD599Y,media,0,0
8Z914CY1,media,0,0
Y196YCF6,media,0,0
8C5DAYAZ,media,0,0
D8CC35Z1,media,2,1
663D8384,media,0,0
