
=== Carrera b228b93e-2a15-4123-baf9-ca0915165c6a, Evento Mitja, Split 10K ===
       athlete_id                                         club  edad  time_split_sec
1524     ADDB598F                         BROOKS TRAIL RUNNERS  31.0         926.789
59187    AF25933F                                               48.0        2901.402
41248    AF55D23C                                Tomrefjord IL  26.0         974.805
87134    AF6ADAZ6                          R3 Ripollet Triatló  23.0        2305.794
46401    AFBA4AFY                                               30.0         997.277
14220    AY39686B                                Independiente  28.0        3229.303
10139    AY4C3D5D                              TheSquadRunning  40.0        2319.239
62831    AYA2A2AZ                 Oslostudentenes Idrettsklubb  23.0         995.041
130800   AYBD5AZ7                                Independiente  62.0        2473.211
18580    AZA7AD2Y                                Independiente  55.0        2302.221
115840   AZAD7BBB                      Ferencvárosi Torna Club  25.0         970.111
89607    AZB1D2ZC                             Morpeth Harriers  28.0         931.831
45268    AZBA8Z1Z                            adrianbednarek.pl  34.0         956.605
160072   B116A4FD                                               45.0         882.126
140964   B11YYZFB                                Independiente  58.0        3717.638
20738    B12BD17Y                                Independiente  66.0        3506.310
787      B1352ZBB                                Independiente  36.0        3147.035
108017   B1CA7B71                                Independiente  43.0        2282.622
66388    B1F3F63B                                Independiente  39.0        4067.862
109092   B25YAB58                                Independiente  23.0        3443.383
20150    B278241C                                Independiente  29.0        2509.023
130401   B3335AA3                                Independiente  32.0        3616.174
110799   B3BC4FZ6                        Ackworth Road Runners  46.0        2338.613
19354    B3DCY4B4                                     SK VIDAR  24.0         957.853
5998     B3DDYCF6                            She Runs Igualada  32.0        3599.768
58870    B4AC91Z4                             Les Croupiers RC  24.0         928.620
